Scenario	Year	Policy Goal	Target	Metric	Target_v	Metric_v	Country
DEM_REF-	2040	Equity	T_E_CSC	M_E_CSC	1	-1	DNK
DEM_REF-	2040	Equity	T_E_PCA	M_E_PCA	1	-1	DNK
DEM_REF-	2040	Compet	T_C_VD	M_C_VD	1	0.023192287	DNK
DEM_REF-	2040	Compet	T_C_JW	M_C_JW	1	0.685178429	DNK
DEM_REF-	2040	Compet	T_C_PRD	M_C_PRD	1	0.214261815	DNK
DEM_REF-	2040	Compet	T_C_TRP	M_C_TRP	1	0.904214442	DNK
DEM_REF-	2040	Envir	T_EV_CS	M_EV_CS	1	-1	DNK
DEM_REF-	2040	Envir	T_EV_CS	M_EV_CW	1	-1	DNK
DEM_REF-	2040	Diet	T_D_FBIS	M_D_FBIS	1	0.585249144	EU28
DEM_REF-	2040	Diet	T_D_NBIS	M_D_NBIS	1	0.089939971	EU28
DEM_REF-	2040	Diet	T_D_ENBA	M_D_ENBA	1	-1	EU28
DEM_REF-	2040	Diet	T_D_DUM	M_D_DUM	1	-1	EU28
DEM_REF-	2040	Equity	T_E_FOF	M_E_FOF	1	-1	EU28
DEM_REF-	2040	Equity	T_E_CSO	M_E_CSO	1	-1	EU28
DEM_REF-	2040	Equity	T_E_CSC	M_E_CSC	1	-1	EU28
DEM_REF-	2040	Equity	T_E_PCA	M_E_PCA	1	-1	EU28
DEM_REF-	2040	Compet	T_C_VD	M_C_VD	1	0.044867778	EU28
DEM_REF-	2040	Compet	T_C_JW	M_C_JW	1	0.745567381	EU28
DEM_REF-	2040	Compet	T_C_PRD	M_C_PRD	1	0.220620021	EU28
DEM_REF-	2040	Compet	T_C_TRP	M_C_TRP	1	0.923620045	EU28
DEM_REF-	2040	Envir	T_EV_CS	M_EV_CS	1	-1	EU28
DEM_REF-	2040	Envir	T_EV_CS	M_EV_CW	1	-1	EU28
DEM_REF-	2040	Diet	T_D_FBIS	M_D_FBIS	1	0.664553973	FRA
DEM_REF-	2040	Diet	T_D_NBIS	M_D_NBIS	1	0.064431099	FRA
DEM_REF-	2040	Diet	T_D_ENBA	M_D_ENBA	1	-1	FRA
DEM_REF-	2040	Diet	T_D_DUM	M_D_DUM	1	-1	FRA
DEM_REF-	2040	Equity	T_E_FOF	M_E_FOF	1	-1	FRA
DEM_REF-	2040	Equity	T_E_CSO	M_E_CSO	1	-1	FRA
DEM_REF-	2040	Equity	T_E_CSC	M_E_CSC	1	-1	FRA
DEM_REF-	2040	Equity	T_E_PCA	M_E_PCA	1	-1	FRA
DEM_REF-	2040	Compet	T_C_VD	M_C_VD	1	0.032165718	FRA
DEM_REF-	2040	Compet	T_C_JW	M_C_JW	1	0.701162428	FRA
DEM_REF-	2040	Compet	T_C_PRD	M_C_PRD	1	0.232870251	FRA
DEM_REF-	2040	Compet	T_C_TRP	M_C_TRP	1	0.913721859	FRA
DEM_REF-	2040	Envir	T_EV_CS	M_EV_CS	1	-1	FRA
DEM_REF-	2040	Envir	T_EV_CS	M_EV_CW	1	-1	FRA
DEM_REF-	2040	Diet	T_D_FBIS	M_D_FBIS	1	1	ITA
DEM_REF-	2040	Diet	T_D_NBIS	M_D_NBIS	1	-1	ITA
DEM_REF-	2040	Diet	T_D_ENBA	M_D_ENBA	1	-1	ITA
DEM_REF-	2040	Diet	T_D_DUM	M_D_DUM	1	-1	ITA
DEM_REF-	2040	Equity	T_E_FOF	M_E_FOF	1	-1	ITA
DEM_REF-	2040	Equity	T_E_CSO	M_E_CSO	1	-1	ITA
DEM_REF-	2040	Equity	T_E_CSC	M_E_CSC	1	-1	ITA
DEM_REF-	2040	Equity	T_E_PCA	M_E_PCA	1	-1	ITA
DEM_REF-	2040	Compet	T_C_VD	M_C_VD	1	0.058534515	ITA
DEM_REF-	2040	Compet	T_C_JW	M_C_JW	1	0.813219875	ITA
DEM_REF-	2040	Compet	T_C_PRD	M_C_PRD	1	0.177231446	ITA
DEM_REF-	2040	Compet	T_C_TRP	M_C_TRP	1	0.953643501	ITA
DEM_REF-	2040	Envir	T_EV_CS	M_EV_CS	1	-1	ITA
DEM_REF-	2040	Envir	T_EV_CS	M_EV_CW	1	-1	ITA
DEM_REF-	2050	Diet	T_D_FBIS	M_D_FBIS	1	0.620047633	CZE
DEM_REF-	2050	Diet	T_D_NBIS	M_D_NBIS	1	0.269227505	CZE
DEM_REF-	2050	Diet	T_D_ENBA	M_D_ENBA	1	-1	CZE
DEM_REF-	2050	Diet	T_D_DUM	M_D_DUM	1	-1	CZE
DEM_REF-	2050	Equity	T_E_FOF	M_E_FOF	1	-1	CZE
DEM_REF-	2050	Equity	T_E_CSO	M_E_CSO	1	-1	CZE
DEM_REF-	2050	Equity	T_E_CSC	M_E_CSC	1	-1	CZE
DEM_REF-	2050	Equity	T_E_PCA	M_E_PCA	1	-1	CZE
DEM_REF-	2050	Compet	T_C_VD	M_C_VD	1	0.031040895	CZE
DEM_REF-	2050	Compet	T_C_JW	M_C_JW	1	0.711091638	CZE
DEM_REF-	2050	Compet	T_C_PRD	M_C_PRD	1	0.270126477	CZE
DEM_REF-	2050	Compet	T_C_TRP	M_C_TRP	1	0.876006782	CZE
DEM_REF-	2050	Envir	T_EV_CS	M_EV_CS	1	0.386798746	CZE
DEM_REF-	2050	Envir	T_EV_CW	M_EV_CW	1	0.411059256	CZE
DEM_REF-	2050	Envir	T_EV_BC	M_EV_BC	1	0.511492433	CZE
DEM_REF-	2050	Envir	T_EV_PNR	M_EV_PNR	1	-1	CZE
DEM_REF-	2050	Diet	T_D_FBIS	M_D_FBIS	1	0.448724194	DNK
DEM_REF-	2050	Diet	T_D_NBIS	M_D_NBIS	1	0.1901842	DNK
DEM_REF-	2050	Diet	T_D_ENBA	M_D_ENBA	1	-1	DNK
DEM_REF-	2050	Diet	T_D_DUM	M_D_DUM	1	-1	DNK
DEM_REF-	2050	Equity	T_E_FOF	M_E_FOF	1	-1	DNK
DEM_REF-	2050	Equity	T_E_CSO	M_E_CSO	1	-1	DNK
DEM_REF-	2050	Equity	T_E_CSC	M_E_CSC	1	-1	DNK
DEM_REF-	2050	Equity	T_E_PCA	M_E_PCA	1	-1	DNK
DEM_REF-	2050	Compet	T_C_VD	M_C_VD	1	0.009572291	DNK
DEM_REF-	2050	Compet	T_C_JW	M_C_JW	1	0.677122295	DNK
DEM_REF-	2050	Compet	T_C_PRD	M_C_PRD	1	0.094158441	DNK
DEM_REF-	2050	Compet	T_C_TRP	M_C_TRP	1	0.863163888	DNK
DEM_REF-	2050	Envir	T_EV_CS	M_EV_CS	1	0.284051684	DNK
DEM_REF-	2050	Envir	T_EV_CW	M_EV_CW	1	0.741918731	DNK
DEM_REF-	2050	Envir	T_EV_BC	M_EV_BC	1	0.467974804	DNK
DEM_REF-	2050	Envir	T_EV_PNR	M_EV_PNR	1	-1	DNK
DEM_REF-	2050	Diet	T_D_FBIS	M_D_FBIS	1	0.598488029	EU28
DEM_REF-	2050	Diet	T_D_NBIS	M_D_NBIS	1	0.105486899	EU28
DEM_REF-	2050	Diet	T_D_ENBA	M_D_ENBA	1	-1	EU28
DEM_REF-	2050	Diet	T_D_DUM	M_D_DUM	1	-1	EU28
DEM_REF-	2050	Equity	T_E_FOF	M_E_FOF	1	-1	EU28
DEM_REF-	2050	Equity	T_E_CSO	M_E_CSO	1	-1	EU28
DEM_REF-	2050	Equity	T_E_CSC	M_E_CSC	1	-1	EU28
DEM_REF-	2050	Equity	T_E_PCA	M_E_PCA	1	-1	EU28
DEM_REF-	2050	Compet	T_C_VD	M_C_VD	1	0.032940137	EU28
DEM_REF-	2050	Compet	T_C_JW	M_C_JW	1	0.785814524	EU28
DEM_REF-	2050	Compet	T_C_PRD	M_C_PRD	1	0.151580587	EU28
DEM_REF-	2050	Compet	T_C_TRP	M_C_TRP	1	0.892766774	EU28
DEM_REF-	2050	Envir	T_EV_CS	M_EV_CS	1	0.126431983	EU28
DEM_REF-	2050	Envir	T_EV_CW	M_EV_CW	1	0.329587436	EU28
DEM_REF-	2050	Envir	T_EV_BC	M_EV_BC	1	0.505	EU28
DEM_REF-	2050	Envir	T_EV_PNR	M_EV_PNR	1	-1	EU28
DEM_REF-	2050	Diet	T_D_FBIS	M_D_FBIS	1	0.658652672	FRA
DEM_REF-	2050	Diet	T_D_NBIS	M_D_NBIS	1	0.069757612	FRA
DEM_REF-	2050	Diet	T_D_ENBA	M_D_ENBA	1	-1	FRA
DEM_REF-	2050	Diet	T_D_DUM	M_D_DUM	1	-1	FRA
DEM_REF-	2050	Equity	T_E_FOF	M_E_FOF	1	-1	FRA
DEM_REF-	2050	Equity	T_E_CSO	M_E_CSO	1	-1	FRA
DEM_REF-	2050	Equity	T_E_CSC	M_E_CSC	1	-1	FRA
DEM_REF-	2050	Equity	T_E_PCA	M_E_PCA	1	-1	FRA
DEM_REF-	2050	Compet	T_C_VD	M_C_VD	1	0.022808933	FRA
DEM_REF-	2050	Compet	T_C_JW	M_C_JW	1	0.756575287	FRA
DEM_REF-	2050	Compet	T_C_PRD	M_C_PRD	1	0.157531545	FRA
DEM_REF-	2050	Compet	T_C_TRP	M_C_TRP	1	0.87781167	FRA
DEM_REF-	2050	Envir	T_EV_CS	M_EV_CS	1	0.203110518	FRA
DEM_REF-	2050	Envir	T_EV_CW	M_EV_CW	1	0.656899689	FRA
DEM_REF-	2050	Envir	T_EV_BC	M_EV_BC	1	0.505	FRA
DEM_REF-	2050	Envir	T_EV_PNR	M_EV_PNR	1	-1	FRA
DEM_REF-	2050	Diet	T_D_FBIS	M_D_FBIS	1	1	ITA
DEM_REF-	2050	Diet	T_D_NBIS	M_D_NBIS	1	-1	ITA
DEM_REF-	2050	Diet	T_D_ENBA	M_D_ENBA	1	-1	ITA
DEM_REF-	2050	Diet	T_D_DUM	M_D_DUM	1	-1	ITA
DEM_REF-	2050	Equity	T_E_FOF	M_E_FOF	1	-1	ITA
DEM_REF-	2050	Equity	T_E_CSO	M_E_CSO	1	-1	ITA
DEM_REF-	2050	Equity	T_E_CSC	M_E_CSC	1	-1	ITA
DEM_REF-	2050	Equity	T_E_PCA	M_E_PCA	1	-1	ITA
DEM_REF-	2050	Compet	T_C_VD	M_C_VD	1	0.02780056	ITA
DEM_REF-	2050	Compet	T_C_JW	M_C_JW	1	0.810578287	ITA
DEM_REF-	2050	Compet	T_C_PRD	M_C_PRD	1	0.08061482	ITA
DEM_REF-	2050	Compet	T_C_TRP	M_C_TRP	1	0.937310874	ITA
DEM_REF-	2050	Envir	T_EV_CS	M_EV_CS	1	0.69371483	ITA
DEM_REF-	2050	Envir	T_EV_CW	M_EV_CW	1	0.514407334	ITA
DEM_REF-	2050	Envir	T_EV_BC	M_EV_BC	1	0.505	ITA
DEM_REF-	2050	Envir	T_EV_PNR	M_EV_PNR	1	-1	ITA
DPEM_REF-	2010	Diet	T_D_FBIS	M_D_FBIS	1	0	CZE
DPEM_REF-	2010	Diet	T_D_NBIS	M_D_NBIS	1	0	CZE
DPEM_REF-	2010	Diet	T_D_ENBA	M_D_ENBA	1	-1	CZE
DPEM_REF-	2010	Diet	T_D_DUM	M_D_DUM	1	-1	CZE
DPEM_REF-	2010	Equity	T_E_FOF	M_E_FOF	1	-1	CZE
DPEM_REF-	2010	Equity	T_E_CSO	M_E_CSO	1	-1	CZE
DPEM_REF-	2010	Equity	T_E_CSC	M_E_CSC	1	-1	CZE
DPEM_REF-	2010	Equity	T_E_PCA	M_E_PCA	1	-1	CZE
DPEM_REF-	2010	Compet	T_C_VD	M_C_VD	1	0	CZE
DPEM_REF-	2010	Compet	T_C_JW	M_C_JW	1	0	CZE
DPEM_REF-	2010	Compet	T_C_PRD	M_C_PRD	1	0	CZE
DPEM_REF-	2010	Compet	T_C_TRP	M_C_TRP	1	0	CZE
DPEM_REF-	2010	Envir	T_EV_CS	M_EV_CS	1	0	CZE
DPEM_REF-	2010	Envir	T_EV_CW	M_EV_CW	1	0	CZE
DPEM_REF-	2010	Envir	T_EV_BC	M_EV_BC	1	0	CZE
DPEM_REF-	2010	Envir	T_EV_PNR	M_EV_PNR	1	-1	CZE
DPEM_REF-	2010	Diet	T_D_FBIS	M_D_FBIS	1	0	DNK
DPEM_REF-	2010	Diet	T_D_NBIS	M_D_NBIS	1	0	DNK
DPEM_REF-	2010	Diet	T_D_ENBA	M_D_ENBA	1	-1	DNK
DPEM_REF-	2010	Diet	T_D_DUM	M_D_DUM	1	-1	DNK
DPEM_REF-	2010	Equity	T_E_FOF	M_E_FOF	1	-1	DNK
DPEM_REF-	2010	Equity	T_E_CSO	M_E_CSO	1	-1	DNK
DPEM_REF-	2010	Equity	T_E_CSC	M_E_CSC	1	-1	DNK
DPEM_REF-	2010	Equity	T_E_PCA	M_E_PCA	1	-1	DNK
DPEM_REF-	2010	Compet	T_C_VD	M_C_VD	1	0	DNK
DPEM_REF-	2010	Compet	T_C_JW	M_C_JW	1	0	DNK
DPEM_REF-	2010	Compet	T_C_PRD	M_C_PRD	1	0	DNK
DPEM_REF-	2010	Compet	T_C_TRP	M_C_TRP	1	0	DNK
DPEM_REF-	2010	Envir	T_EV_CS	M_EV_CS	1	0	DNK
DPEM_REF-	2010	Envir	T_EV_CW	M_EV_CW	1	0	DNK
DPEM_REF-	2010	Envir	T_EV_BC	M_EV_BC	1	0	DNK
DPEM_REF-	2010	Envir	T_EV_PNR	M_EV_PNR	1	-1	DNK
DPEM_REF-	2010	Diet	T_D_FBIS	M_D_FBIS	1	0	EU28
DPEM_REF-	2010	Diet	T_D_NBIS	M_D_NBIS	1	0	EU28
DPEM_REF-	2010	Diet	T_D_ENBA	M_D_ENBA	1	-1	EU28
DPEM_REF-	2010	Diet	T_D_DUM	M_D_DUM	1	-1	EU28
DPEM_REF-	2010	Equity	T_E_FOF	M_E_FOF	1	-1	EU28
DPEM_REF-	2010	Equity	T_E_CSO	M_E_CSO	1	-1	EU28
DPEM_REF-	2010	Equity	T_E_CSC	M_E_CSC	1	-1	EU28
DPEM_REF-	2010	Equity	T_E_PCA	M_E_PCA	1	-1	EU28
DPEM_REF-	2010	Compet	T_C_VD	M_C_VD	1	0	EU28
DPEM_REF-	2010	Compet	T_C_JW	M_C_JW	1	0	EU28
DPEM_REF-	2010	Compet	T_C_PRD	M_C_PRD	1	0	EU28
DPEM_REF-	2010	Compet	T_C_TRP	M_C_TRP	1	0	EU28
DPEM_REF-	2010	Envir	T_EV_CS	M_EV_CS	1	0	EU28
DPEM_REF-	2010	Envir	T_EV_CW	M_EV_CW	1	0	EU28
DPEM_REF-	2010	Envir	T_EV_BC	M_EV_BC	1	0	EU28
DPEM_REF-	2010	Envir	T_EV_PNR	M_EV_PNR	1	-1	EU28
DPEM_REF-	2010	Diet	T_D_FBIS	M_D_FBIS	1	0	FRA
DPEM_REF-	2010	Diet	T_D_NBIS	M_D_NBIS	1	0	FRA
DPEM_REF-	2010	Diet	T_D_ENBA	M_D_ENBA	1	-1	FRA
DPEM_REF-	2010	Diet	T_D_DUM	M_D_DUM	1	-1	FRA
DPEM_REF-	2010	Equity	T_E_FOF	M_E_FOF	1	-1	FRA
DPEM_REF-	2010	Equity	T_E_CSO	M_E_CSO	1	-1	FRA
DPEM_REF-	2010	Equity	T_E_CSC	M_E_CSC	1	-1	FRA
DPEM_REF-	2010	Equity	T_E_PCA	M_E_PCA	1	-1	FRA
DPEM_REF-	2010	Compet	T_C_VD	M_C_VD	1	0	FRA
DPEM_REF-	2010	Compet	T_C_JW	M_C_JW	1	0	FRA
DPEM_REF-	2010	Compet	T_C_PRD	M_C_PRD	1	0	FRA
DPEM_REF-	2010	Compet	T_C_TRP	M_C_TRP	1	0	FRA
DPEM_REF-	2010	Envir	T_EV_CS	M_EV_CS	1	0	FRA
DPEM_REF-	2010	Envir	T_EV_CW	M_EV_CW	1	0	FRA
DPEM_REF-	2010	Envir	T_EV_BC	M_EV_BC	1	0	FRA
DPEM_REF-	2010	Envir	T_EV_PNR	M_EV_PNR	1	-1	FRA
DPEM_REF-	2010	Diet	T_D_FBIS	M_D_FBIS	1	0	ITA
DPEM_REF-	2010	Diet	T_D_NBIS	M_D_NBIS	1	-1	ITA
DPEM_REF-	2010	Diet	T_D_ENBA	M_D_ENBA	1	-1	ITA
DPEM_REF-	2010	Diet	T_D_DUM	M_D_DUM	1	-1	ITA
DPEM_REF-	2010	Equity	T_E_FOF	M_E_FOF	1	-1	ITA
DPEM_REF-	2010	Equity	T_E_CSO	M_E_CSO	1	-1	ITA
DPEM_REF-	2010	Equity	T_E_CSC	M_E_CSC	1	-1	ITA
DPEM_REF-	2010	Equity	T_E_PCA	M_E_PCA	1	-1	ITA
DPEM_REF-	2010	Compet	T_C_VD	M_C_VD	1	0	ITA
DPEM_REF-	2010	Compet	T_C_JW	M_C_JW	1	0	ITA
DPEM_REF-	2010	Compet	T_C_PRD	M_C_PRD	1	0	ITA
DPEM_REF-	2010	Compet	T_C_TRP	M_C_TRP	1	0	ITA
DPEM_REF-	2010	Envir	T_EV_CS	M_EV_CS	1	0	ITA
DPEM_REF-	2010	Envir	T_EV_CW	M_EV_CW	1	0	ITA
DPEM_REF-	2010	Envir	T_EV_BC	M_EV_BC	1	0	ITA
DPEM_REF-	2010	Envir	T_EV_PNR	M_EV_PNR	1	-1	ITA
DPEM_REF-	2020	Diet	T_D_FBIS	M_D_FBIS	1	0.26003017	CZE
DPEM_REF-	2020	Diet	T_D_NBIS	M_D_NBIS	1	0.101851574	CZE
DPEM_REF-	2020	Diet	T_D_ENBA	M_D_ENBA	1	-1	CZE
DPEM_REF-	2020	Diet	T_D_DUM	M_D_DUM	1	-1	CZE
DPEM_REF-	2020	Equity	T_E_FOF	M_E_FOF	1	-1	CZE
DPEM_REF-	2020	Equity	T_E_CSO	M_E_CSO	1	-1	CZE
DPEM_REF-	2020	Equity	T_E_CSC	M_E_CSC	1	-1	CZE
DPEM_REF-	2020	Equity	T_E_PCA	M_E_PCA	1	-1	CZE
DPEM_REF-	2020	Compet	T_C_VD	M_C_VD	1	0	CZE
DPEM_REF-	2020	Compet	T_C_JW	M_C_JW	1	0	CZE
DPEM_REF-	2020	Compet	T_C_PRD	M_C_PRD	1	0	CZE
DPEM_REF-	2020	Compet	T_C_TRP	M_C_TRP	1	0	CZE
DPEM_REF-	2020	Envir	T_EV_CS	M_EV_CS	1	-1	CZE
DPEM_REF-	2020	Envir	T_EV_CS	M_EV_CW	1	-1	CZE
DPEM_REF-	2020	Diet	T_D_FBIS	M_D_FBIS	1	0.287641929	DNK
DPEM_REF-	2020	Diet	T_D_NBIS	M_D_NBIS	1	0.071048826	DNK
DPEM_REF-	2020	Diet	T_D_ENBA	M_D_ENBA	1	-1	DNK
DPEM_REF-	2020	Diet	T_D_DUM	M_D_DUM	1	-1	DNK
DPEM_REF-	2020	Equity	T_E_FOF	M_E_FOF	1	-1	DNK
DPEM_REF-	2020	Equity	T_E_CSO	M_E_CSO	1	-1	DNK
DPEM_REF-	2020	Equity	T_E_CSC	M_E_CSC	1	-1	DNK
DPEM_REF-	2020	Equity	T_E_PCA	M_E_PCA	1	-1	DNK
DPEM_REF-	2020	Compet	T_C_VD	M_C_VD	1	0	DNK
DPEM_REF-	2020	Compet	T_C_JW	M_C_JW	1	0	DNK
DPEM_REF-	2020	Compet	T_C_PRD	M_C_PRD	1	0	DNK
DPEM_REF-	2020	Compet	T_C_TRP	M_C_TRP	1	0	DNK
DPEM_REF-	2020	Envir	T_EV_CS	M_EV_CS	1	-1	DNK
DPEM_REF-	2020	Envir	T_EV_CS	M_EV_CW	1	-1	DNK
DPEM_REF-	2020	Diet	T_D_FBIS	M_D_FBIS	1	0.325765753	EU28
DPEM_REF-	2020	Diet	T_D_NBIS	M_D_NBIS	1	0.038843462	EU28
DPEM_REF-	2020	Diet	T_D_ENBA	M_D_ENBA	1	-1	EU28
DPEM_REF-	2020	Diet	T_D_DUM	M_D_DUM	1	-1	EU28
DPEM_REF-	2020	Equity	T_E_FOF	M_E_FOF	1	-1	EU28
DPEM_REF-	2020	Equity	T_E_CSO	M_E_CSO	1	-1	EU28
DPEM_REF-	2020	Equity	T_E_CSC	M_E_CSC	1	-1	EU28
DPEM_REF-	2020	Equity	T_E_PCA	M_E_PCA	1	-1	EU28
DPEM_REF-	2020	Compet	T_C_VD	M_C_VD	1	0	EU28
DPEM_REF-	2020	Compet	T_C_JW	M_C_JW	1	0	EU28
DPEM_REF-	2020	Compet	T_C_PRD	M_C_PRD	1	0	EU28
DPEM_REF-	2020	Compet	T_C_TRP	M_C_TRP	1	0	EU28
DPEM_REF-	2020	Envir	T_EV_CS	M_EV_CS	1	-1	EU28
DPEM_REF-	2020	Envir	T_EV_CS	M_EV_CW	1	-1	EU28
DPEM_REF-	2020	Diet	T_D_FBIS	M_D_FBIS	1	0.430005049	FRA
DPEM_REF-	2020	Diet	T_D_NBIS	M_D_NBIS	1	0.022298637	FRA
DPEM_REF-	2020	Diet	T_D_ENBA	M_D_ENBA	1	-1	FRA
DPEM_REF-	2020	Diet	T_D_DUM	M_D_DUM	1	-1	FRA
DPEM_REF-	2020	Equity	T_E_FOF	M_E_FOF	1	-1	FRA
DPEM_REF-	2020	Equity	T_E_CSO	M_E_CSO	1	-1	FRA
DPEM_REF-	2020	Equity	T_E_CSC	M_E_CSC	1	-1	FRA
DPEM_REF-	2020	Equity	T_E_PCA	M_E_PCA	1	-1	FRA
DPEM_REF-	2020	Compet	T_C_VD	M_C_VD	1	0	FRA
DPEM_REF-	2020	Compet	T_C_JW	M_C_JW	1	0	FRA
DPEM_REF-	2020	Compet	T_C_PRD	M_C_PRD	1	0	FRA
DPEM_REF-	2020	Compet	T_C_TRP	M_C_TRP	1	0	FRA
DPEM_REF-	2020	Envir	T_EV_CS	M_EV_CS	1	-1	FRA
DPEM_REF-	2020	Envir	T_EV_CS	M_EV_CW	1	-1	FRA
DPEM_REF-	2020	Diet	T_D_FBIS	M_D_FBIS	1	0.654736829	ITA
DPEM_REF-	2020	Diet	T_D_NBIS	M_D_NBIS	1	-1	ITA
DPEM_REF-	2020	Diet	T_D_ENBA	M_D_ENBA	1	-1	ITA
DPEM_REF-	2020	Diet	T_D_DUM	M_D_DUM	1	-1	ITA
DPEM_REF-	2020	Equity	T_E_FOF	M_E_FOF	1	-1	ITA
DPEM_REF-	2020	Equity	T_E_CSO	M_E_CSO	1	-1	ITA
DPEM_REF-	2020	Equity	T_E_CSC	M_E_CSC	1	-1	ITA
DPEM_REF-	2020	Equity	T_E_PCA	M_E_PCA	1	-1	ITA
DPEM_REF-	2020	Compet	T_C_VD	M_C_VD	1	0	ITA
DPEM_REF-	2020	Compet	T_C_JW	M_C_JW	1	0	ITA
DPEM_REF-	2020	Compet	T_C_PRD	M_C_PRD	1	0	ITA
DPEM_REF-	2020	Compet	T_C_TRP	M_C_TRP	1	0	ITA
DPEM_REF-	2020	Envir	T_EV_CS	M_EV_CS	1	-1	ITA
DPEM_REF-	2020	Envir	T_EV_CS	M_EV_CW	1	-1	ITA
DPEM_REF-	2030	Diet	T_D_FBIS	M_D_FBIS	1	0.505177288	CZE
DPEM_REF-	2030	Diet	T_D_NBIS	M_D_NBIS	1	0.166431469	CZE
DPEM_REF-	2030	Diet	T_D_ENBA	M_D_ENBA	1	-1	CZE
DPEM_REF-	2030	Diet	T_D_DUM	M_D_DUM	1	-1	CZE
DPEM_REF-	2030	Equity	T_E_FOF	M_E_FOF	1	-1	CZE
DPEM_REF-	2030	Equity	T_E_CSO	M_E_CSO	1	-1	CZE
DPEM_REF-	2030	Equity	T_E_CSC	M_E_CSC	1	-1	CZE
DPEM_REF-	2030	Equity	T_E_PCA	M_E_PCA	1	-1	CZE
DPEM_REF-	2030	Compet	T_C_VD	M_C_VD	1	0	CZE
DPEM_REF-	2030	Compet	T_C_JW	M_C_JW	1	0	CZE
DPEM_REF-	2030	Compet	T_C_PRD	M_C_PRD	1	0	CZE
DPEM_REF-	2030	Compet	T_C_TRP	M_C_TRP	1	0	CZE
DPEM_REF-	2030	Envir	T_EV_CS	M_EV_CS	1	0	CZE
DPEM_REF-	2030	Envir	T_EV_CW	M_EV_CW	1	0	CZE
DPEM_REF-	2030	Envir	T_EV_BC	M_EV_BC	1	0	CZE
DPEM_REF-	2030	Envir	T_EV_PNR	M_EV_PNR	1	-1	CZE
DPEM_REF-	2030	Diet	T_D_FBIS	M_D_FBIS	1	0.411992274	DNK
DPEM_REF-	2030	Diet	T_D_NBIS	M_D_NBIS	1	0.124674152	DNK
DPEM_REF-	2030	Diet	T_D_ENBA	M_D_ENBA	1	-1	DNK
DPEM_REF-	2030	Diet	T_D_DUM	M_D_DUM	1	-1	DNK
DPEM_REF-	2030	Equity	T_E_FOF	M_E_FOF	1	-1	DNK
DPEM_REF-	2030	Equity	T_E_CSO	M_E_CSO	1	-1	DNK
DPEM_REF-	2030	Equity	T_E_CSC	M_E_CSC	1	-1	DNK
DPEM_REF-	2030	Equity	T_E_PCA	M_E_PCA	1	-1	DNK
DPEM_REF-	2030	Compet	T_C_VD	M_C_VD	1	0	DNK
DPEM_REF-	2030	Compet	T_C_JW	M_C_JW	1	0	DNK
DPEM_REF-	2030	Compet	T_C_PRD	M_C_PRD	1	0	DNK
DPEM_REF-	2030	Compet	T_C_TRP	M_C_TRP	1	0	DNK
DPEM_REF-	2030	Envir	T_EV_CS	M_EV_CS	1	0	DNK
DPEM_REF-	2030	Envir	T_EV_CW	M_EV_CW	1	0	DNK
DPEM_REF-	2030	Envir	T_EV_BC	M_EV_BC	1	0	DNK
DPEM_REF-	2030	Envir	T_EV_PNR	M_EV_PNR	1	-1	DNK
DPEM_REF-	2030	Diet	T_D_FBIS	M_D_FBIS	1	0.538762934	EU28
DPEM_REF-	2030	Diet	T_D_NBIS	M_D_NBIS	1	0.067046689	EU28
DPEM_REF-	2030	Diet	T_D_ENBA	M_D_ENBA	1	-1	EU28
DPEM_REF-	2030	Diet	T_D_DUM	M_D_DUM	1	-1	EU28
DPEM_REF-	2030	Equity	T_E_FOF	M_E_FOF	1	-1	EU28
DPEM_REF-	2030	Equity	T_E_CSO	M_E_CSO	1	-1	EU28
DPEM_REF-	2030	Equity	T_E_CSC	M_E_CSC	1	-1	EU28
DPEM_REF-	2030	Equity	T_E_PCA	M_E_PCA	1	-1	EU28
DPEM_REF-	2030	Compet	T_C_VD	M_C_VD	1	0	EU28
DPEM_REF-	2030	Compet	T_C_JW	M_C_JW	1	0	EU28
DPEM_REF-	2030	Compet	T_C_PRD	M_C_PRD	1	0	EU28
DPEM_REF-	2030	Compet	T_C_TRP	M_C_TRP	1	0	EU28
DPEM_REF-	2030	Envir	T_EV_CS	M_EV_CS	1	0	EU28
DPEM_REF-	2030	Envir	T_EV_CW	M_EV_CW	1	0	EU28
DPEM_REF-	2030	Envir	T_EV_BC	M_EV_BC	1	0	EU28
DPEM_REF-	2030	Envir	T_EV_PNR	M_EV_PNR	1	-1	EU28
DPEM_REF-	2030	Diet	T_D_FBIS	M_D_FBIS	1	0.661807315	FRA
DPEM_REF-	2030	Diet	T_D_NBIS	M_D_NBIS	1	0.045755388	FRA
DPEM_REF-	2030	Diet	T_D_ENBA	M_D_ENBA	1	-1	FRA
DPEM_REF-	2030	Diet	T_D_DUM	M_D_DUM	1	-1	FRA
DPEM_REF-	2030	Equity	T_E_FOF	M_E_FOF	1	-1	FRA
DPEM_REF-	2030	Equity	T_E_CSO	M_E_CSO	1	-1	FRA
DPEM_REF-	2030	Equity	T_E_CSC	M_E_CSC	1	-1	FRA
DPEM_REF-	2030	Equity	T_E_PCA	M_E_PCA	1	-1	FRA
DPEM_REF-	2030	Compet	T_C_VD	M_C_VD	1	0	FRA
DPEM_REF-	2030	Compet	T_C_JW	M_C_JW	1	0	FRA
